title,total_sales,Publisher,Developer,Platform,Japan_sales,Na_sales,Other_sales,Pal_sales
DeathSmiles,0.28,Aksys Games,Cave,X box,0.05,0.15,0.02,0.06
WarioWare Gold,0.28,Nintendo,Intelligent Systems,Nintendo,0.13,0.11,0.01,0.03
Reel Fishing: Angler's Dream,0.28,Natsume,SIMS,Wii,0,0.25,0.02,0.01
El Shaddai: Ascension of the Metatron,0.28,Ignition Entertainment,Ignition Entertainment,Play Station ,0.08,0.11,0.03,0.07
Operation Flashpoint: Red River,0.28,Codemasters,Codemasters,X box,0.01,0.1,0.03,0.14
Dead to Rights: Retribution,0.28,Namco Bandai,Volatile Games,Play Station ,0.02,0.1,0.05,0.12
Driver: Parallel Lines,0.28,Atari,Reflections Interactive,Play Station ,0.03,0.12,0.03,0.1
Mega Man ZX,0.28,Capcom,Inti Creates,Nintendo,0.1,0.16,0.02,0
Dead or Alive,0.28,Tecmo,Team Ninja,Play Station ,0.1,0.09,0.02,0.06
Mega Man 7,0.28,Capcom,Capcom,SNES,0.23,0.03,0.01,0.01
Yu-Gi-Oh! World Championship 2008,0.28,Konami,Konami,Nintendo,0.12,0.13,0.01,0.02
Patapon 3,0.28,Sony Computer Entertainment,Pyramid/JAPAN Studio,Play Station,0.17,0.05,0.02,0.04
Lego Star Wars: The Force Awakens,0.28,Warner Bros. Interactive Entertainment,TT Fusion,Nintendo,0.02,0.05,0.02,0.19
Darksiders,0.28,THQ,Vigil Games,Play Station ,0.02,0.02,0.1,0.14
Onechanbara Z2: Chaos,0.28,NIS America,Tamsoft,Play Station ,0.05,0.16,0.04,0.03
Mister Mosquito,0.28,Eidos Interactive,Zoom Inc.,Play Station ,0.17,0.05,0.01,0.04
Virtua Fighter 5 Online,0.28,Sega,Sega-AM2,X box,0.03,0.2,0.02,0.02
Secret of Mana,0.28,Square Enix,Square,Play Station ,0.05,0.06,0.04,0.12
Tomb Raider: Legend (Weekly American and JP sales),0.27,Eidos Interactive,Crystal Dynamics,X box,0.01,0.24,0.02,0
Dynasty Warriors,0.27,KOEI,Omega Force,Play Station ,0.11,0.09,0.02,0.06
Dragon Ball GT: Final Bout,0.27,Bandai,Bandai,Play Station ,0.22,0.02,0.02,0.02
GRID 2,0.27,Codemasters,Unknown,X box,0,0.08,0.02,0.17
Bravo Team,0.27,Sony Interactive Entertainment,Supermassive Games Ltd.,Play Station ,0.02,0.12,0.04,0.09
Lightning Returns: Final Fantasy XIII,0.27,Square Enix,Unknown,X box,0.01,0.15,0.02,0.08
Etrian Odyssey V: Beyond the Myth,0.27,Atlus,Atlus,Nintendo,0.14,0.11,0.01,0.01
Shadows of the Damned,0.27,Electronic Arts,Grasshopper Manufacture,Play Station ,0.04,0.11,0.03,0.09
Pac-Pix,0.27,Namco,Namco,Nintendo,0.1,0.16,0.01,0
Etrian Mystery Dungeon,0.28,Atlus,Spike Chunsoft,Nintendo,0.14,0.11,0.01,0.01
Need for Speed: The Run,0.28,Electronic Arts,Firebrand Games,Wii,0.01,0.11,0.03,0.13
Armored Core: Project Phantasma,0.28,ASCII Entertainment,From Software,Play Station ,0.15,0.06,0.02,0.04
Rhythm Thief & the Emperor's Treasure,0.28,Sega,Sega,Nintendo,0.12,0.07,0.01,0.07
Pro Evolution Soccer 2017,0.27,Konami Digital Entertainment,PES Productions,Play Station ,0.08,0.04,0.03,0.12
Driveclub VR,0.27,Sony Interactive Entertainment,Evolution Studios,Play Station ,0.01,0.12,0.04,0.09
Dragon Ball Z: Tenkaichi Tag Team,0.27,Namco Bandai,Dimps Corporation,Play Station,0.09,0.11,0.03,0.04
Shenmue I & II,0.27,Sega,Sega,Play Station ,0.05,0.09,0.04,0.1
The Amazing Spider-Man 2 (2014),0.27,Activision,Beenox,Play Station ,0.02,0.06,0.04,0.14
MotoGP,0.27,Namco,Namco,Play Station ,0.14,0.06,0.02,0.05
Puppeteer,0.27,Sony Computer Entertainment America,SCE Japan Studio,Play Station ,0.02,0.11,0.04,0.09
Battle Arena Toshinden 3,0.27,Playmates,Takara,Play Station ,0.14,0.06,0.02,0.04
Suikoden Tierkreis,0.27,Konami,Konami,Nintendo,0.15,0.09,0.01,0.02
R.U.S.E.,0.27,Ubisoft,Eugen Systems,X box,0,0.12,0.02,0.11
The World EnNintendo with You: Final Remix,0.27,Nintendo,Square Enix,Nintendo,0.03,0.14,0.02,0.08
Hatsune Miku: Project Diva F 2nd,0.27,Sega,Sega,Play Station ,0.1,0.1,0.03,0.03
Lowrider,0.26,Jaleco,Pacific Century Cyber Works Japan,Play Station ,0.03,0.11,0.03,0.09
Etrian Odyssey: Millennium Girl,0.26,Atlus,Atlus,Nintendo,0.14,0.1,0.01,0.01
Asura's Wrath,0.26,Capcom,CyberConnect2,X box,0.01,0.17,0.02,0.06
Panzer Dragoon Orta,0.26,Sega,Smilebit,X box,0.04,0.16,0.01,0.05
Ninja Gaiden Sigma Plus,0.26,Tecmo Koei,Team Ninja,Play Station,0.04,0.12,0.04,0.06
King's Field II,0.26,ASCII Entertainment,From Software,Play Station ,0.11,0.08,0.02,0.06
Deadly Premonition,0.26,Ignition Entertainment,Access Games,X box,0,0.18,0.02,0.06
Phantasy Star Universe: Ambition of the Illuminus,0.26,Sega,Sonic Team,Play Station ,0.05,0.1,0.03,0.08
Stella Glow,0.26,Atlus,imageepoch Inc.,Nintendo,0.06,0.17,0.02,0.01
Battlestations: Midway,0.26,Eidos Interactive,Eidos Hungary,X box,0,0.21,0.02,0.02
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,0.26,Konami,Konami,GBA,0.07,0.14,0.01,0.05
Bust A Groove 2,0.26,Enix,Metro,Play Station ,0.18,0.04,0.02,0.03
Armored Core: Nexus,0.26,Agetec,From Software,Play Station ,0.14,0.06,0.02,0.05
Army of Two: The Devil's Cartel,0.26,Electronic Arts,Visceral Games,X box,0,0.16,0.02,0.07
The Legend of Heroes: Trails of Cold Steel II,0.26,Xseed Games,Nihon Falcom Corporation,Play Station,0.13,0.06,0.03,0.04
Resident Evil: Revelations,0.26,Capcom,Capcom,X box,0.02,0.12,0.02,0.1
Metroid Prime Pinball,0.26,Nintendo,Fuse Games Limited,Nintendo,0.02,0.22,0.02,0
Classic NES Series: Bomberman,0.26,Nintendo,HuNintendoon Soft,GBA,0.11,0.1,0.01,0.04
Resident Evil: Deadly Silence,0.26,Capcom,Capcom,Nintendo,0.11,0.11,0.01,0.02
"What Did I Do to Deserve This, My Lord!? 2",0.26,NIS America,Acquire,Play Station,0.18,0.06,0.01,0
Dynasty Warriors Next,0.26,Tecmo Koei,Omega Force,Play Station,0.11,0.05,0.03,0.07
My Hero One's Justice,0.26,Bandai Namco Entertainment,Byking,Nintendo,0.06,0.17,0.02,0.01
Game & Wario,0.25,Nintendo,Intelligent Systems,WiiU,0.12,0.06,0.01,0.06
Final Fantasy Crystal Chronicles: Echoes of Time,0.25,Square Enix,Square Enix,Wii,0.05,0.13,0.02,0.06
Hunted: The Demon's Forge,0.25,Bethesda Softworks,InXile Entertainment,Play Station ,0.02,0.12,0.03,0.09
Tetris Effect,0.25,Sony Interactive Entertainment,Monstars Inc.,Play Station ,0.01,0.19,0.05,0.01
Sonic Boom: Fire & Ice,0.25,Sega,Sanzaru Games,Nintendo,0.02,0.14,0.02,0.08
Juiced 2: Hot Import Nights,0.25,THQ,Juice Games,Play Station ,0.01,0.18,0.02,0.04
The Legend of Heroes: Trails of Cold Steel,0.25,Xseed Games,Nihon Falcom Corporation,Play Station,0.14,0.05,0.03,0.03
Ace Combat: Assault Horizon Legacy,0.25,Namco Bandai,Namco Bandai Games,Nintendo,0.08,0.1,0.01,0.06
Armored Core: Master of Arena,0.26,Agetec,From Software,Play Station ,0.13,0.07,0.02,0.05
Polarium,0.26,Nintendo,Mitchell,Nintendo,0.11,0.13,0.01,0.01
ReCore,0.26,Microsoft Studios,Armature Studio,X box,0.01,0.16,0.02,0.06
Zoo Resort 3D,0.26,Ubisoft,AQ Interactive,Nintendo,0.03,0.11,0.02,0.1
Castlevania: Harmony of Dissonance,0.26,Konami,Konami Computer Entertainment Tokyo,GBA,0.04,0.16,0,0.06
Bomberman Generation,0.25,Majesco,Game Arts,GC,0.06,0.15,0.01,0.04
Sid Meier's Civilization VI,0.25,2K Games,Firaxis Games,Nintendo,0.01,0.12,0.02,0.11
Dead or Alive Xtreme 2,0.25,Tecmo,Team Ninja,X box,0.06,0.15,0.02,0.02
Spirit Camera: The Cursed Memoir,0.25,Nintendo,Tecmo Koei Games,Nintendo,0.06,0.15,0.02,0.02
Bomberman Tournament,0.25,Activision,HuNintendoon Soft,GBA,0.1,0.1,0.01,0.04
Beyblade: Metal Fusion,0.25,HuNintendoon Soft,HuNintendoon Soft,Nintendo,0.14,0.07,0.01,0.03
Disgaea 2: Dark Hero Days,0.25,NIS America,Nippon Ichi Software,Play Station,0.12,0.1,0.02,0.01
Danganronpa V3: Killing Harmony,0.25,NIS America,Spike Chunsoft,Play Station ,0.07,0.09,0.03,0.05
Hybrid Heaven,0.25,Konami,KCEO,Nintendo,0.05,0.16,0,0.04
Ys: Memories of Celceta,0.25,Xseed Games,Nihon Falcom Corporation,Play Station,0.1,0.1,0.04,0.01
Armored Core 4,0.25,Sega,From Software,X box,0.03,0.19,0.02,0.01
Jumping Flash! 2,0.25,Sony Computer Entertainment,Exact,Play Station ,0.15,0.05,0.02,0.03
Valkyria Chronicles 4,0.25,Sega,Sega,Play Station ,0.08,0.1,0.03,0.03
Classic NES Series: Excitebike,0.25,Nintendo,Nintendo,GBA,0.1,0.11,0.01,0.04
Classic NES Series: Xevious,0.25,Nintendo,Nintendo,GBA,0.12,0.08,0.01,0.03
Atelier Meruru: Alchemist of Arland 3,0.24,NIS America,Gust,Play Station ,0.18,0.05,0.01,0
Samurai Warriors 4,0.25,Tecmo Koei,Omega Force,Play Station ,0.06,0.08,0.03,0.07
Devil Kings,0.25,Capcom,Capcom,Play Station ,0.18,0.03,0.01,0.03
Ninja Gaiden 3,0.25,Tecmo Koei,Team Ninja,X box,0.03,0.16,0.02,0.05
7th Dragon III Code: VFD,0.24,Sega,Sega,Nintendo,0.13,0.06,0.01,0.04
Lumines: Electronic Symphony,0.24,Ubisoft,Q Entertainment,Play Station,0.01,0.09,0.05,0.1
Toukiden: The Age of Demons,0.24,Tecmo Koei,Omega Force,Play Station,0.18,0.03,0.02,0.02
Persona 5,0.24,Atlus,Atlus,Play Station ,0.14,0.07,0.02,0.02
Gallop Racer (JP),0.24,Tecmo,Tecmo,Play Station ,0.16,0.04,0.02,0.03
Virtua Tennis 4,0.24,Sega,Sega-AM2,X box,0.01,0.12,0.02,0.09
.hack//G.U. Last Recode,0.24,Namco Bandai Games,CyberConnect2,Play Station ,0.08,0.1,0.03,0.04
Fuel,0.24,Codemasters,Asobo Studio,Play Station ,0,0.08,0.04,0.11
NBA Live 10,0.24,EA Sports,EA Canada,Play Station,0.01,0.21,0.02,0
Street Fighter Alpha Anthology,0.24,Capcom,Capcom Production Studio 2,Play Station ,0.02,0.11,0.03,0.08
Ride,0.24,Milestone S.r.l.,Milestone S.r.l.,Play Station ,0.03,0.04,0.03,0.13
Genma Onimusha,0.24,Capcom,Capcom,X box,0.05,0.14,0.01,0.04
K-1 Revenge,0.24,Jaleco,Xing Entertainment,Play Station ,0.16,0.04,0.02,0.03
Resident Evil Archives: Resident Evil Zero,0.24,Capcom,Capcom Production Studio 4,Wii,0.06,0.13,0.01,0.04
Valhalla Knights,0.24,Xseed Games,K2 LLC,Play Station,0.07,0.15,0.01,0
Street Fighter 30th Anniversary Collection,0.24,Capcom,Capcom,Play Station ,0.02,0.11,0.04,0.07
Luminous Arc,0.24,Atlus,imageepoch Inc.,Nintendo,0.06,0.16,0.01,0
Avalon Code,0.24,Marvelous Interactive,Matrix Software,Nintendo,0.12,0.11,0.01,0
Disney Epic Mickey 2: The Power of Two,0.24,Disney Interactive Studios,Junction Point Studios,WiiU,0.01,0.13,0.02,0.08
Digimon World: Next Order,0.24,Namco Bandai Games,Bandai Namco Games,Play Station ,0.02,0.13,0.04,0.05
BirNintendo of Steel,0.24,Konami Digital Entertainment,Gaijin Games,Play Station ,0.02,0.1,0.03,0.09
Ar tonelico Qoga: Knell of Ar Ciel,0.24,NIS America,Gust,Play Station ,0.13,0.08,0.01,0.01
Dynasty Warriors 6 Empires,0.24,KOEI,Omega Force,X box,0.04,0.16,0.02,0.02
Singularity,0.24,Activision,Raven Software,Play Station ,0.01,0.17,0.03,0.03
Disgaea: Afternoon of Darkness,0.24,NIS America,Nippon Ichi Software,Play Station,0.04,0.15,0.02,0.02
We Love Golf!,0.24,Capcom,Camelot Software Planning,Wii,0.03,0.19,0.02,0
God of War Collection,0.24,Sony Computer Entertainment,SCEA Santa Monica Studio,Play Station,0.02,0.1,0.05,0.07
Killer is Dead,0.24,Xseed Games,Grasshopper Manufacture,Play Station ,0.05,0.12,0.03,0.04
Hot Shots Tennis: Get a Grip,0.23,Sony Computer Entertainment,Clap Hanz,Play Station,0.13,0.08,0.02,0
Cross Edge,0.23,NIS America,Compile Heart,Play Station ,0.05,0.14,0.02,0.02
Attack on Titan 2,0.23,Koei Tecmo,Omega Force,Nintendo,0.08,0.12,0.02,0.02
Meteos,0.23,Nintendo,Q Entertainment,Nintendo,0.06,0.15,0.01,0.01
RIGS: Mechanized Combat League,0.23,Sony Interactive Entertainment,Guerrilla Cambridge,Play Station ,0.02,0.11,0.04,0.06
Corpse Party: Blood Drive,0.23,Xseed Games,Team GrisGris,Play Station,0.06,0.11,0.04,0.01
Dynasty Warriors: Strikeforce,0.23,Tecmo Koei,Omega Force,X box,0.02,0.13,0.02,0.06
Transformer: Rise of the Dark Spark,0.23,Activision,Edge of Reality,Play Station ,0.01,0.08,0.04,0.11
Soul Sacrifice Delta,0.23,Sony Computer Entertainment,SCE Japan Studio,Play Station,0.12,0,0.02,0.08
Lunar Knights,0.23,Konami,Kojima Productions,Nintendo,0.04,0.17,0.01,0.01
Final Fantasy XI: Treasures of Aht Urhgan,0.23,Square Enix,Square Enix,Play Station ,0.1,0.06,0.02,0.05
The Raiden Project,0.23,Sony Computer Entertainment,Seibu Kaihatsu Inc.,Play Station ,0.12,0.06,0.01,0.04
Pocket Fighter,0.23,Capcom,Capcom,Play Station ,0.12,0.06,0.01,0.04
Valhalla Knights 2,0.23,Xseed Games,K2 LLC,Play Station,0.12,0.09,0.01,0
Dead Island Definitive Collection,0.23,Deep Silver,Techland,Play Station ,0.03,0.09,0.03,0.08
F1 2014,0.23,Codemasters,Codemasters Birmingham,X box,0,0.08,0.02,0.13
Metal Gear Survive,0.23,Konami Digital Entertainment,Konami Digital Entertainment,Play Station ,0.05,0.08,0.03,0.06
Silent Hill: Book of Memories,0.23,Konami Digital Entertainment,Way Forward Technologies,Play Station,0,0.11,0.05,0.06
Risen 2: Dark Waters,0.23,Deep Silver,Piranha Bytes,Play Station ,0.01,0.04,0.03,0.14
Pro Evolution Soccer 2011,0.22,Konami,Konami,Wii,0.03,0.07,0.02,0.1
Code Name: S.T.E.A.M.,0.22,Nintendo,Intelligent Systems,Nintendo,0.02,0.14,0.02,0.05
Dead by Daylight,0.22,505 Games,Behaviour Interactive Inc.,Play Station ,0.02,0.11,0.04,0.06
Breath of Fire,0.22,Capcom,Capcom,GBA,0.06,0.11,0,0.04
Attack on Titan 2,0.22,Koei Tecmo,Omega Force,Play Station ,0.06,0.09,0.03,0.04
Galactic Wrestling: Featuring Ultimate Muscle,0.22,Bandai,Aki Corporation,Play Station ,0.17,0.03,0.01,0.02
Dino Stalker,0.22,Capcom,Capcom,Play Station ,0.08,0.07,0.02,0.06
Super Swing Golf,0.22,Tecmo,Ntreev Soft,Wii,0.07,0.14,0.01,0.01
Life Is Strange: Before the Storm,0.22,Square Enix,Deck Nine,Play Station ,0.02,0.11,0.03,0.06
Resident Evil: Revelations,0.22,Capcom,Capcom,WiiU,0.03,0.09,0.02,0.08
The Legend of Heroes: Trails of Cold Steel II,0.22,Xseed Games,Nihon Falcom Corporation,Play Station ,0.11,0.05,0.02,0.04
Dragon Quest Builders: Revive Alefgard,0.22,Square Enix,Square Enix,Nintendo,0.07,0.07,0.01,0.07
Mega Man 64,0.22,Capcom,Capcom,Nintendo,0.05,0.14,0,0.03
The Legend of Heroes: Trails in the Sky FC,0.22,Xseed Games,Nihon Falcom Corporation,Play Station,0.06,0.1,0.03,0.03
Bladestorm: Nightmare,0.22,Tecmo Koei,Omega Force,Play Station ,0.03,0.11,0.03,0.04
The Witch and the Hundred Knight,0.22,NIS America,Nippon Ichi Software,Play Station ,0.1,0.08,0.02,0.02
Kartia: The Word of Fate,0.22,Atlus,Atlus Co.,Play Station ,0.12,0.05,0.01,0.03
Danganronpa Another Episode: Ultra Despair Girls,0.22,NIS America,Spike Chunsoft,Play Station,0.12,0.06,0.02,0.01
Tropico 3,0.22,Kalypso,Haemimont Games,X box,0.03,0.15,0.01,0.02
Disgaea D2,0.22,NIS America,Unknown,Play Station ,0.1,0.09,0.02,0
Hunted: The Demon's Forge,0.22,Bethesda Softworks,InXile Entertainment,X box,0,0.13,0.02,0.07
Afrika,0.22,Natsume,Rhino Studios,Play Station ,0.08,0.12,0.01,0
Armored Core V,0.22,Namco Bandai,From Software,X box,0.04,0.13,0.01,0.03
Anarchy Reigns,0.21,Sega,PlatinumGames,Play Station ,0.06,0.1,0.03,0.03
Disaster Report,0.21,Agetec,Irem Software Engineering,Play Station ,0.15,0.03,0.01,0.02
The Legend of Heroes: Trails of Cold Steel,0.21,Xseed Games,Nihon Falcom Corporation,Play Station ,0.12,0.06,0.02,0.02
Ys VIII: Lacrimosa of Dana,0.21,NIS America,Falcom,Play Station ,0.08,0.08,0.02,0.04
Lost Planet 3,0.21,Capcom,Spark Unlimited,Play Station ,0.06,0.07,0.03,0.05
Fate/Extella: The Umbral Star,0.21,Xseed Games,Marvelous Entertainment,Nintendo,0.04,0.1,0.02,0.06
Radiant Historia: Perfect Chronology,0.21,Atlus,Atlus,Nintendo,0.06,0.11,0.01,0.03
50 Cent: Blood on the Sand,0.21,THQ,Swordfish Studios,X box,0,0.12,0.02,0.07
Pro Evolution Soccer 2012,0.21,Konami,Konami,Wii,0.03,0.08,0.02,0.08
Tekken 3D: Prime Edition,0.21,Namco Bandai,Namco Bandai Games,Nintendo,0.05,0.06,0.01,0.08
Shadow of Destiny,0.21,Konami,Konami,Play Station ,0.03,0.09,0.02,0.07
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,0.21,Konami,Konami,Nintendo,0.07,0.1,0.01,0.03
Conan Exiles,0.21,Maximum Games,Funcom Oslo A/S,Play Station ,0.09,0.05,0.02,0.05
Vampire Rain,0.21,AQ Interactive,Artoon,X box,0.01,0.18,0.02,0
Champion Jockey: G1 Jockey & Gallop Racer,0.21,Tecmo Koei,Tecmo Koei Games,Play Station ,0.08,0.06,0.02,0.05
Way of the Samurai 3,0.21,UFO Interactive,Acquire,X box,0.02,0.12,0.02,0.05
JSRF: Jet Set Radio Future,0.21,Sega,Smilebit,X box,0.03,0.13,0.01,0.04
Devil May Cry HD Collection,0.21,Capcom,Capcom,Play Station ,0.02,0.1,0.03,0.06
Blue Dragon Plus,0.21,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,Nintendo,0.05,0.12,0.01,0.03
Zone of the Enders HD Collection,0.21,Konami Digital Entertainment,Kojima Productions,X box,0.01,0.15,0.02,0.03
Dynasty Warriors 8: Empires,0.21,Tecmo Koei,Unknown,Play Station ,0.04,0.07,0.03,0.07
Dragon's Dogma: Dark Arisen,0.21,Capcom,Capcom,Play Station ,0.03,0.07,0.03,0.07
Street Fighter x Tekken,0.21,Capcom,Capcom,Play Station,0.01,0.1,0.04,0.05
Dead to Rights: Retribution,0.21,Namco Bandai,Volatile Games,X box,0,0.11,0.02,0.08
Tenchu: Shadow Assassins,0.21,Ubisoft,Acquire,Wii,0.03,0.15,0.01,0.01
Final Fight One,0.21,Capcom,Capcom,GBA,0.08,0.09,0,0.03
Gallop Racer 2003: A New Breed,0.21,Tecmo,Tecmo,Play Station ,0.12,0.04,0.01,0.03
Castlevania: LorNintendo of Shadow 2,0.2,Konami Digital Entertainment,Mercury Steam,Play Station ,0.02,0.03,0.03,0.13
Disney Art Academy,0.2,Nintendo,HeaNintendotrong Games,Nintendo,0.1,0.04,0.01,0.06
Mobile Suit Gundam: Crossfire,0.2,Namco Bandai,Namco Bandai Games America,Play Station ,0.14,0.06,0.01,0
Godzilla (2015),0.2,Namco Bandai Games,Natsume,Play Station ,0.03,0.11,0.03,0.03
Suikoden Tactics,0.2,Konami,Konami,Play Station ,0.07,0.06,0.02,0.05
Crazy Taxi 3: High Roller,0.2,Sega,Hitmaker,X box,0.02,0.14,0.01,0.04
Kung Fu Rider,0.2,Sony Computer Entertainment,SCE Japan Studio,Play Station ,0.01,0.06,0.04,0.1
Le Mans 24 Hours,0.2,Infogrames,Melbourne House Pty Ltd.,Play Station ,0.02,0.09,0.02,0.07
Dark Messiah of Might and Magic Elements,0.2,Ubisoft,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,X box,0.01,0.16,0.02,0.02
WRC: FIA World Rally Championship,0.2,Unknown,Milestone S.r.l,Play Station ,0.01,0,0.04,0.14
Infinite Space,0.2,Sega,PlatinumGames / Nude Maker,Nintendo,0.07,0.06,0.01,0.05
DanceMasters,0.2,Konami,GCP1,X box,0.02,0.15,0.01,0.02
Dragon Ball: Revenge of King Piccolo,0.2,Namco Bandai,Bandai Namco Games,Wii,0.03,0.12,0.02,0.03
Ogre Battle Saga Episode Five: The March of the Black Queen,0.2,Atlus,Quest Corporation,Play Station ,0.09,0.06,0.01,0.04
Sniper: Ghost Warrior 2,0.2,City Interactive,City Interactive,X box,0,0.06,0.01,0.12
Warriors Orochi,0.2,KOEI,Omega Force / Koei Canada,Play Station,0.18,0.02,0,0
Earth Defense Force: Insect Armageddon,0.2,D3 Publisher,Vicious Cycle,Play Station ,0.08,0.06,0.02,0.04
Magical Tetris Challenge,0.2,Capcom,Capcom,Nintendo,0.05,0.13,0,0.02
Front Mission Evolved,0.2,Square Enix,Double Helix Games,X box,0.02,0.1,0.02,0.07
Ridge Racer 6,0.2,Namco,Namco,X box,0.07,0.1,0.01,0.02
Namco Museum Vol.4,0.2,Namco,Namco,Play Station ,0.16,0.02,0.01,0.01
Untold LegenNintendo: Dark Kingdom,0.2,Sony Online Entertainment,Sony Online Entertainment,Play Station ,0.02,0.14,0.02,0.02
Dante's Inferno,0.2,Electronic Arts,Visceral Games,Play Station,0.01,0.12,0.02,0.04
Injustice: GoNintendo Among Us,0.2,Warner Bros. Interactive Entertainment,NetherRealm Studios,WiiU,0,0.09,0.02,0.09
Mana Khemia 2: Fall of Alchemy,0.2,NIS America,Gust,Play Station ,0.05,0.07,0.02,0.05
Dead or Alive Paradise,0.2,Tecmo,Team Ninja,Play Station,0.07,0.08,0.02,0.02
Odin Sphere: Leifthrasir,0.19,Atlus,Vanillaware,Play Station,0.1,0.05,0.02,0.02
The King of Fighters XI,0.19,SNK Playmore,SNK Playmore Corporation,Play Station ,0.04,0.07,0.02,0.06
Pac-Man & Galaga Dimensions,0.19,Namco Bandai,Namco Bandai Games,Nintendo,0.04,0.1,0.01,0.04
Valkyria Chronicles 4,0.19,Sega,Sega,Nintendo,0.02,0.12,0.02,0.04
Arcana Heart 3,0.2,Aksys Games,Examu Inc.,Play Station ,0.1,0.04,0.02,0.05
Bleach: The 3rd Phantom,0.2,Sega,Sega,Nintendo,0.07,0.1,0.01,0.02
Solatorobo: Red the Hunter,0.2,Xseed Games,CyberConnect2,Nintendo,0.07,0.08,0.01,0.04
Armored Core 4,0.2,Sega,From Software,Play Station ,0.09,0.09,0.01,0
Shin Megami Tensei: Strange Journey Redux,0.2,Atlus,Atlus,Nintendo,0.1,0.08,0.01,0.01
No More Heroes: Heroes' Paradise,0.2,Konami,FeelPlus,Play Station ,0.04,0.1,0.02,0.04
Dynasty Warriors: Gundam 2,0.19,Namco Bandai,Omega Force,X box,0.08,0.07,0.01,0.03
Quantum Theory,0.19,Tecmo Koei,Team Tachyon,Play Station ,0.02,0.05,0.03,0.09
Space Invaders Extreme 2,0.19,Taito,Taito Corporation,Nintendo,0,0.17,0.01,0.01
Majin and the Forsaken Kingdom,0.19,Namco Bandai,Game Republic,X box,0,0.14,0.01,0.03
Naruto: Ninja Destiny,0.19,D3Publisher,Takara Tomy,Nintendo,0.16,0.02,0,0.01
Project X Zone 2,0.19,Namco Bandai Games,Monolith Soft,Nintendo,0.09,0.06,0.01,0.04
Silent Hill HD Collection,0.19,Konami Digital Entertainment,Konami,X box,0.01,0.11,0.02,0.06
Captain Toad: Treasure Tracker,0.19,Nintendo,Nintendo EPD,Nintendo,0.08,0.06,0.01,0.04
Dengeki Bunko Fighting Climax,0.19,Sega,Sega,Play Station ,0.1,0.07,0.02,0
50 Cent: Blood on the Sand,0.19,THQ,Swordfish Studios,Play Station ,0.01,0.1,0.03,0.06
Toukiden Kiwami,0.19,Tecmo Koei,Koei Tecmo Games,Play Station ,0.03,0.06,0.03,0.07
Fairy Fencer F,0.19,NIS America,Compile Heart,Play Station ,0.09,0.05,0.02,0.03
Street Fighter 30th Anniversary Collection,0.19,Capcom,Capcom,Nintendo,0.01,0.12,0.02,0.04
Armored Core: For Answer,0.19,Ubisoft,From Software,Play Station ,0.1,0.06,0.01,0.02
Tamagotchi Party On!,0.19,Namco Bandai,High Horse Entertainment,Wii,0.06,0.12,0.01,0
Dynasty Warriors Gundam,0.19,Namco Bandai,Omega Force,X box,0.02,0.15,0.01,0.01
Binary Domain,0.19,Sega,Amusement Vision,X box,0.02,0.09,0.02,0.07
Tekken Tag Tournament 2,0.19,Namco Bandai Games,Bandai Namco Games,WiiU,0.01,0.09,0.01,0.07
Warriors: LegenNintendo of Troy,0.19,Tecmo Koei,Tecmo Koei Canada,Play Station ,0.07,0.06,0.02,0.05
Earth Defense Force: Insect Armageddon,0.19,D3 Publisher,Vicious Cycle,X box,0.03,0.1,0.01,0.04
The Surge,0.19,Focus Home Interactive,DECK13 Interactive,Play Station ,0.01,0.07,0.03,0.08
GRID: Autosport,0.19,Codemasters,Codemasters,Play Station ,0.01,0.05,0.03,0.1
Shadows of the Damned,0.19,Electronic Arts,Grasshopper Manufacture,X box,0.01,0.1,0.02,0.06
Sega GT 2002,0.19,Sega,Wow Entertainment,X box,0.03,0.12,0.01,0.03
Samurai Warriors: State of War,0.19,KOEI,Omega Force,Play Station,0.11,0.07,0.01,0
The Munchables,0.18,Namco Bandai,Namco Bandai Games,Wii,0,0.17,0.01,0
Valhalla Knights 3,0.18,Xseed Games,Unknown,Play Station,0.12,0.04,0.02,0.01
Senran Kagura: Estival Versus,0.18,Xseed Games,Marvelous Entertainment,Play Station,0.1,0.04,0.02,0.03
Driving Emotion Type-S,0.18,Square,Escape,Play Station ,0.11,0.04,0.01,0.03
Ridge Racer,0.18,Namco Bandai Games,Namco Bandai Games / Celius,Play Station,0.05,0.03,0.02,0.08
Disgaea Nintendo,0.18,NIS America,Nippon Ichi Software,Nintendo,0.05,0.11,0.01,0.01
Ar tonelico 2: Melody of Metafalica,0.18,NIS America,Gust,Play Station ,0.11,0.04,0.01,0.03
Anarchy Reigns,0.18,Sega,PlatinumGames,X box,0.02,0.12,0.02,0.02
Call of Juarez,0.18,Ubisoft,Techland,X box,0,0.14,0.01,0.02
Resident Evil: Revelations,0.18,Capcom,Capcom,Play Station ,0.04,0.06,0.02,0.06
Senran Kagura 2: Deep Crimson,0.18,Marvelous Entertainment,Tamsoft,Nintendo,0.08,0.06,0.01,0.02
